Country,StockCode,Description,Amount,Rank
United Kingdom,21035,SET/2 RED RETROSPOT TEA TOWELS ,6139.650000000006,324.0
United Kingdom,23083,SET 6 PAPER TABLE LANTERN STARS ,6120.050000000003,325.0
United Kingdom,23320,GIANT 50'S CHRISTMAS CRACKER,6083.440000000007,326.0
United Kingdom,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,6073.350000000005,327.0
United Kingdom,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6046.790000000014,328.0
United Kingdom,47556B,TEA TIME TEA TOWELS ,6045.0,329.0
United Kingdom,21669,BLUE STRIPE CERAMIC DRAWER KNOB,6026.41999999998,330.0
United Kingdom,23571,TRADITIONAL NAUGHTS & CROSSES,6020.810000000003,331.0
United Kingdom,21871,SAVE THE PLANET MUG,6002.489999999994,332.0
United Kingdom,22784,LANTERN CREAM GAZEBO ,5976.840000000002,333.0
United Kingdom,23311,VINTAGE CHRISTMAS STOCKING ,5968.000000000022,334.0
United Kingdom,17003,BROCADE RING PURSE ,5958.269999999999,335.0
United Kingdom,22663,JUMBO BAG DOLLY GIRL DESIGN,5949.890000000017,336.0
United Kingdom,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,5934.069999999968,337.0
United Kingdom,22551,PLASTERS IN TIN SPACEBOY,5897.510000000004,338.0
United Kingdom,23535,WALL ART BICYCLE SAFETY,5882.750000000007,339.0
United Kingdom,21218,RED SPOTTY BISCUIT TIN,5878.989999999991,340.0
United Kingdom,22826,LOVE SEAT ANTIQUE WHITE METAL,5870.0,341.0
Spain,POST,POSTAGE,5852.0,1.0
United Kingdom,21668,RED STRIPE CERAMIC DRAWER KNOB,5851.259999999985,342.0
United Kingdom,22783,SET 3 WICKER OVAL BASKETS W LIDS,5825.95,343.0
United Kingdom,23534,WALL ART STOP FOR TEA ,5822.000000000003,344.0
United Kingdom,21787,RAIN PONCHO RETROSPOT,5774.050000000001,345.0
United Kingdom,22585,PACK OF 6 BIRDY GIFT TAGS,5771.910000000004,346.0
United Kingdom,22151,PLACE SETTING WHITE HEART,5769.369999999995,347.0
United Kingdom,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,5761.290000000005,348.0
United Kingdom,22174,PHOTO CUBE,5760.980000000004,349.0
United Kingdom,22940,FELTCRAFT CHRISTMAS FAIRY,5759.249999999999,350.0
United Kingdom,23204,CHARLOTTE BAG APPLES DESIGN,5747.09000000001,351.0
United Kingdom,22991,GIRAFFE WOODEN RULER,5739.939999999992,352.0
United Kingdom,22637,PIGGY BANK RETROSPOT ,5723.0799999999945,353.0
United Kingdom,22207,FRYING PAN UNION FLAG,5697.5899999999965,354.0
United Kingdom,62018,SOMBRERO ,5681.749999999997,355.0
United Kingdom,22750,FELTCRAFT PRINCESS LOLA DOLL,5663.360000000001,356.0
United Kingdom,84030E,ENGLISH ROSE HOT WATER BOTTLE,5633.939999999999,357.0
United Kingdom,22989,SET 2 PANTRY DESIGN TEA TOWELS,5628.020000000006,358.0
United Kingdom,21935,SUKI  SHOULDER BAG,5627.460000000008,359.0
United Kingdom,22668,PINK BABY BUNTING,5616.969999999995,360.0
United Kingdom,22580,ADVENT CALENDAR GINGHAM SACK,5587.190000000002,361.0
Hong Kong,M,Manual,5563.81,1.0
United Kingdom,23485,BOTANICAL GARDENS WALL CLOCK ,5552.519999999999,362.0
United Kingdom,84406B,CREAM CUPID HEARTS COAT HANGER,5541.669999999999,363.0
United Kingdom,22946,WOODEN ADVENT CALENDAR CREAM,5535.469999999997,364.0
United Kingdom,22804,CANDLEHOLDER PINK HANGING HEART,5499.4399999999805,365.0
United Kingdom,23531,WALL ART BIG LOVE ,5496.559999999997,366.0
United Kingdom,23169,CLASSIC GLASS COOKIE JAR,5465.189999999996,367.0
United Kingdom,23113,PANTRY CHOPPING BOARD,5446.850000000004,368.0
United Kingdom,22971,QUEENS GUARD COFFEE MUG,5444.740000000014,369.0
United Kingdom,21165,BEWARE OF THE CAT METAL SIGN ,5433.400000000011,370.0
United Kingdom,20718,RED RETROSPOT SHOPPER BAG,5425.540000000001,371.0
United Kingdom,23135,SMALL ZINC HEART WALL ORGANISER,5416.180000000001,372.0
United Kingdom,21670,BLUE SPOT CERAMIC DRAWER KNOB,5400.2899999999845,373.0
United Kingdom,22798,ANTIQUE GLASS DRESSING TABLE POT,5399.049999999994,374.0
United Kingdom,23247,BISCUIT TIN 50'S CHRISTMAS,5374.970000000011,375.0
United Kingdom,22464,HANGING METAL HEART LANTERN,5350.750000000005,376.0
United Kingdom,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,5340.949999999987,377.0
United Kingdom,23312,VINTAGE CHRISTMAS GIFT SACK,5327.7,378.0
United Kingdom,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5325.909999999985,379.0
United Kingdom,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,5323.280000000023,380.0
United Kingdom,21169,YOU'RE CONFUSING ME METAL SIGN ,5316.720000000011,381.0
United Kingdom,21535,RED RETROSPOT SMALL MILK JUG,5308.910000000023,382.0
United Kingdom,23238,SET OF 4 KNICK KNACK TINS LONDON ,5302.409999999995,383.0
United Kingdom,22555,PLASTERS IN TIN STRONGMAN,5288.2800000000025,384.0
United Kingdom,22839,3 TIER CAKE TIN GREEN AND CREAM,5287.2199999999975,385.0
United Kingdom,22488,NATURAL SLATE RECTANGLE CHALKBOARD,5277.729999999997,386.0
United Kingdom,23133,LARGE IVORY HEART WALL ORGANISER,5240.700000000003,387.0
EIRE,C2,CARRIAGE,5240.0,3.0
United Kingdom,22998,TRAVEL CARD WALLET KEEP CALM,5210.739999999993,388.0
United Kingdom,22349,DOG BOWL CHASING BALL DESIGN,5209.0199999999995,389.0
United Kingdom,21380,WOODEN HAPPY BIRTHDAY GARLAND,5180.709999999989,390.0
United Kingdom,22667,RECIPE BOX RETROSPOT ,5180.349999999979,391.0
United Kingdom,22554,PLASTERS IN TIN WOODLAND ANIMALS,5175.619999999999,392.0
United Kingdom,23118,PARISIENNE JEWELLERY DRAWER ,5145.480000000001,393.0
United Kingdom,22979,PANTRY WASHING UP BRUSH,5142.869999999987,394.0
United Kingdom,47591D,PINK FAIRY CAKE CHILDRENS APRON,5135.499999999994,395.0
United Kingdom,22837,HOT WATER BOTTLE BABUSHKA ,5118.98,396.0
United Kingdom,22796,PHOTO FRAME 3 CLASSIC HANGING,5110.849999999994,397.0
United Kingdom,23172,REGENCY TEA PLATE PINK,5104.510000000005,398.0
United Kingdom,21172,PARTY METAL SIGN ,5097.930000000002,399.0
United Kingdom,23132,SMALL IVORY HEART WALL ORGANISER,5090.700000000001,400.0
United Kingdom,21533,RETROSPOT LARGE MILK JUG,5086.469999999992,401.0
United Kingdom,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,5072.63000000001,402.0
United Kingdom,21154,RED RETROSPOT OVEN GLOVE ,5066.510000000001,403.0
United Kingdom,22627,MINT KITCHEN SCALES,5060.290000000004,404.0
United Kingdom,21671,RED SPOT CERAMIC DRAWER KNOB,5059.069999999988,405.0
United Kingdom,22150,3 STRIPEY MICE FELTCRAFT,5044.439999999989,406.0
United Kingdom,22367,CHILDRENS APRON SPACEBOY DESIGN,5032.229999999994,407.0
United Kingdom,22365,DOORMAT RESPECTABLE HOUSE,5019.480000000002,408.0
United Kingdom,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,5016.700000000004,409.0
United Kingdom,22968,ROSE COTTAGE KEEPSAKE BOX ,5006.03,410.0
United Kingdom,21098,CHRISTMAS TOILET ROLL,4956.260000000004,411.0
United Kingdom,20676,RED RETROSPOT BOWL,4953.070000000007,412.0
United Kingdom,48129,DOORMAT TOPIARY,4951.59,413.0
United Kingdom,84988,SET OF 72 PINK HEART PAPER DOILIES,4945.350000000008,414.0
United Kingdom,84992,72 SWEETHEART FAIRY CAKE CASES,4943.180000000003,415.0
United Kingdom,21975,PACK OF 60 DINOSAUR CAKE CASES,4941.259999999998,416.0
United Kingdom,22366,DOORMAT AIRMAIL ,4940.950000000002,417.0
United Kingdom,22845,VINTAGE CREAM CAT FOOD CONTAINER,4939.729999999995,418.0
United Kingdom,23556,LANDMARK FRAME COVENT GARDEN ,4899.51,419.0
United Kingdom,23543,WALL ART KEEP CALM ,4884.090000000001,420.0
United Kingdom,22088,PAPER BUNTING COLOURED LACE,4882.599999999993,421.0
United Kingdom,22840,ROUND CAKE TIN VINTAGE RED,4866.039999999996,422.0
United Kingdom,21094,SET/6 RED SPOTTY PAPER PLATES,4840.039999999996,423.0
United Kingdom,21210,SET OF 72 RETROSPOT PAPER  DOILIES,4810.34000000001,424.0
United Kingdom,23263,SET OF 3 WOODEN HEART DECORATIONS,4803.600000000005,425.0
United Kingdom,23554,LANDMARK FRAME OXFORD STREET,4793.030000000001,426.0
United Kingdom,21876,POTTERING MUG,4784.709999999997,427.0
United Kingdom,23555,LANDMARK FRAME NOTTING HILL ,4780.570000000001,428.0
United Kingdom,84997C,CHILDRENS CUTLERY POLKADOT BLUE,4777.159999999998,429.0
United Kingdom,22781,GUMBALL MAGAZINE RACK,4754.960000000004,430.0
United Kingdom,23109,PACK OF SIX LED TEA LIGHTS,4736.600000000003,431.0
United Kingdom,22120,WELCOME  WOODEN BLOCK LETTERS,4727.189999999994,432.0
United Kingdom,23503,PLAYING CARDS KEEP CALM & CARRY ON,4726.800000000001,433.0
United Kingdom,22779,WOODEN OWLS LIGHT GARLAND ,4717.1,434.0
United Kingdom,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,4714.9299999999885,435.0
United Kingdom,22297,HEART IVORY TRELLIS SMALL,4705.600000000006,436.0
United Kingdom,23558,LANDMARK FRAME LONDON BRIDGE ,4703.87,437.0
United Kingdom,23570,TRADITIONAL PICK UP STICKS GAME ,4696.8700000000035,438.0
United Kingdom,23052,RECYCLED ACAPULCO MAT TURQUOISE,4687.090000000004,439.0
United Kingdom,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,4670.0,440.0
United Kingdom,21888,BINGO SET,4657.760000000003,441.0
United Kingdom,82001S,VINYL RECORD FRAME SILVER,4652.45,442.0
United Kingdom,22301,COFFEE MUG CAT + BIRD DESIGN,4634.03000000001,443.0
United Kingdom,23229,VINTAGE DONKEY TAIL GAME ,4630.560000000001,444.0
United Kingdom,22634,CHILDS BREAKFAST SET SPACEBOY ,4630.499999999996,445.0
United Kingdom,21033,JUMBO BAG CHARLIE AND LOLA TOYS,4629.05000000001,446.0
United Kingdom,22950,36 DOILIES VINTAGE CHRISTMAS,4623.930000000001,447.0
United Kingdom,23397,FOOT STOOL HOME SWEET HOME ,4623.450000000001,448.0
United Kingdom,22689,DOORMAT MERRY CHRISTMAS RED ,4621.850000000003,449.0
United Kingdom,22110,BIRD HOUSE HOT WATER BOTTLE,4621.440000000006,450.0
United Kingdom,22371,AIRLINE BAG VINTAGE TOKYO 78,4602.220000000001,451.0
United Kingdom,21907,I'M ON HOLIDAY METAL SIGN,4579.279999999996,452.0
Netherlands,23084,RABBIT NIGHT LIGHT,4576.48,4.0
United Kingdom,22740,POLKADOT PEN,4569.620000000009,453.0
United Kingdom,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4557.490000000009,454.0
United Kingdom,22553,PLASTERS IN TIN SKULLS,4557.220000000005,455.0
United Kingdom,22429,ENAMEL MEASURING JUG CREAM,4555.9299999999985,456.0
United Kingdom,22333,RETROSPOT PARTY BAG + STICKER SET,4553.639999999993,457.0
United Kingdom,82552,WASHROOM METAL SIGN,4550.129999999998,458.0
United Kingdom,23351,ROLL WRAP 50'S CHRISTMAS,4526.900000000002,459.0
United Kingdom,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,4510.489999999992,460.0
United Kingdom,22904,CALENDAR PAPER CUT DESIGN,4484.009999999993,461.0
United Kingdom,23177,TREASURE ISLAND BOOK BOX,4479.539999999997,462.0
United Kingdom,22557,PLASTERS IN TIN VINTAGE PAISLEY ,4479.190000000011,463.0
United Kingdom,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,4471.890000000002,464.0
United Kingdom,82551,LAUNDRY 15C METAL SIGN,4470.390000000006,465.0
United Kingdom,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,4456.269999999994,466.0
United Kingdom,21756,BATH BUILDING BLOCK WORD,4453.409999999995,467.0
United Kingdom,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,4448.119999999998,468.0
United Kingdom,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,4441.870000000003,469.0
United Kingdom,22838,3 TIER CAKE TIN RED AND CREAM,4438.109999999998,470.0
United Kingdom,23126,FELTCRAFT GIRL AMELIE KIT,4437.439999999998,471.0
United Kingdom,85014A,BLACK/BLUE POLKADOT UMBRELLA,4419.719999999993,472.0
United Kingdom,23583,LUNCH BAG PAISLEY PARK  ,4417.580000000006,473.0
United Kingdom,22142,CHRISTMAS CRAFT WHITE FAIRY ,4399.189999999997,474.0
United Kingdom,37449,CERAMIC CAKE STAND + HANGING CAKES,4390.889999999996,475.0
United Kingdom,22620,4 TRADITIONAL SPINNING TOPS,4384.060000000011,476.0
United Kingdom,22296,HEART IVORY TRELLIS LARGE,4361.970000000013,477.0
United Kingdom,21156,RETROSPOT CHILDRENS APRON,4354.4000000000015,478.0
United Kingdom,22635,CHILDS BREAKFAST SET DOLLY GIRL ,4326.029999999998,479.0
United Kingdom,22303,COFFEE MUG APPLES DESIGN,4325.850000000008,480.0
United Kingdom,23404,HOME SWEET HOME BLACKBOARD,4324.159999999994,481.0
United Kingdom,23530,WALL ART ONLY ONE PERSON ,4317.469999999997,482.0
United Kingdom,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,4302.129999999997,483.0
United Kingdom,21932,SCANDINAVIAN PAISLEY PICNIC BAG,4301.93000000001,484.0
United Kingdom,22780,LIGHT GARLAND BUTTERFILES PINK,4300.340000000001,485.0
United Kingdom,21844,RED RETROSPOT MUG,4298.239999999999,486.0
Belgium,POST,POSTAGE,4269.0,1.0
EIRE,22838,3 TIER CAKE TIN RED AND CREAM,4265.549999999999,4.0
United Kingdom,23293,SET OF 12 FAIRY CAKE BAKING CASES,4241.7599999999975,487.0
United Kingdom,23154,SET OF 4 JAM JAR MAGNETS,4241.439999999999,488.0
United Kingdom,84050,PINK HEART SHAPE EGG FRYING PAN,4240.980000000011,489.0
United Kingdom,84212,"ASSORTED FLOWER COLOUR ""LEIS""",4236.4699999999975,490.0
Portugal,M,Manual,4223.9400000000005,1.0
United Kingdom,21934,SKULL SHOULDER BAG,4203.280000000005,491.0
United Kingdom,22942,CHRISTMAS LIGHTS 10 SANTAS ,4195.64,492.0
United Kingdom,23205,CHARLOTTE BAG VINTAGE ALPHABET ,4179.180000000004,493.0
United Kingdom,21121,SET/10 RED POLKADOT PARTY CANDLES,4167.730000000001,494.0
United Kingdom,22694,WICKER STAR ,4159.3199999999915,495.0
United Kingdom,23165,LARGE CERAMIC TOP STORAGE JAR,4157.810000000002,496.0
United Kingdom,23286,BLUE VINTAGE SPOT BEAKER,4151.810000000005,497.0
United Kingdom,22606,WOODEN SKITTLES GARDEN SET,4137.909999999996,498.0
United Kingdom,23089,GLASS BON BON JAR,4125.029999999998,499.0
United Kingdom,23162,REGENCY TEA STRAINER,4088.2600000000016,500.0
United Kingdom,22089,PAPER BUNTING VINTAGE PAISLEY,4075.179999999997,501.0
United Kingdom,23234,BISCUIT TIN VINTAGE CHRISTMAS,4073.660000000002,502.0
United Kingdom,20974,12 PENCILS SMALL TUBE SKULL,4072.4299999999953,503.0
United Kingdom,23310,BUBBLEGUM RING ASSORTED,4057.6799999999844,504.0
United Kingdom,22302,COFFEE MUG PEARS  DESIGN,4053.2400000000052,505.0
United Kingdom,22801,ANTIQUE GLASS PEDESTAL BOWL,4046.390000000001,506.0
Netherlands,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,4039.2000000000007,5.0
United Kingdom,21833,CAMOUFLAGE LED TORCH,4033.4200000000037,507.0
United Kingdom,23285,PINK VINTAGE SPOT BEAKER,4017.400000000003,508.0
United Kingdom,22584,PACK OF 6 PANNETONE GIFT BOXES,4017.2800000000047,509.0
United Kingdom,23184,BULL DOG BOTTLE OPENER,4014.3499999999967,510.0
United Kingdom,23288,GREEN VINTAGE SPOT BEAKER,4009.340000000001,511.0
United Kingdom,23256,CHILDRENS CUTLERY SPACEBOY ,4008.769999999998,512.0
Switzerland,POST,POSTAGE,4002.0,1.0
United Kingdom,22082,RIBBON REEL STRIPES DESIGN ,3997.080000000005,513.0
United Kingdom,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,3995.7699999999986,514.0
United Kingdom,23486,ANTIQUE HEART SHELF UNIT,3995.620000000001,515.0
United Kingdom,23349,ROLL WRAP VINTAGE CHRISTMAS,3982.6000000000054,516.0
United Kingdom,22295,HEART FILIGREE DOVE LARGE,3977.6700000000064,517.0
United Kingdom,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,3953.2499999999936,518.0
United Kingdom,21933,PINK VINTAGE PAISLEY PICNIC BAG,3952.5800000000104,519.0
United Kingdom,22721,SET OF 3 CAKE TINS SKETCHBOOK,3946.8599999999938,520.0
United Kingdom,22418,10 COLOUR SPACEBOY PEN,3943.3700000000067,521.0
United Kingdom,84692,BOX OF 24 COCKTAIL PARASOLS,3940.5600000000013,522.0
United Kingdom,23309,SET OF 60 I LOVE LONDON CAKE CASES ,3932.9000000000005,523.0
United Kingdom,23557,LANDMARK FRAME BAKER STREET ,3930.27,524.0
United Kingdom,47599A,PINK PARTY BAGS,3922.9999999999986,525.0
United Kingdom,23494,VINTAGE DOILY DELUXE SEWING KIT ,3922.7099999999946,526.0
United Kingdom,23168,CLASSIC CAFE SUGAR DISPENSER,3915.160000000004,527.0
United Kingdom,22271,FELTCRAFT DOLL ROSIE,3914.84999999999,528.0
United Kingdom,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3912.409999999994,529.0
United Kingdom,23167,SMALL CERAMIC TOP STORAGE JAR ,3904.9400000000055,530.0
United Kingdom,23526,WALL ART DOG LICENCE ,3892.1600000000026,531.0
United Kingdom,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,3837.9399999999996,532.0
United Kingdom,22505,MEMO BOARD COTTAGE DESIGN,3827.6199999999976,533.0
United Kingdom,23275,SET OF 3 HANGING OWLS OLLIE BEAK,3827.3600000000024,534.0
United Kingdom,23283,DOORMAT VINTAGE LEAF,3827.15,535.0
United Kingdom,22117,METAL SIGN HER DINNER IS SERVED ,3821.3499999999985,536.0
Japan,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,3812.0999999999995,1.0
United Kingdom,23012,GLASS APOTHECARY BOTTLE PERFUME,3810.4600000000014,537.0
United Kingdom,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,3806.770000000001,538.0
United Kingdom,21498,RED RETROSPOT WRAP ,3797.42,539.0
United Kingdom,22748,POPPY'S PLAYHOUSE KITCHEN,3795.729999999992,540.0
United Kingdom,23296,SET OF 6 TEA TIME BAKING CASES,3784.3399999999974,541.0
United Kingdom,22907,PACK OF 20 NAPKINS PANTRY DESIGN,3784.0699999999915,542.0
United Kingdom,21892,TRADITIONAL WOODEN CATCH CUP GAME ,3767.0200000000027,543.0
United Kingdom,22219,LOVEBIRD HANGING DECORATION WHITE ,3766.8700000000026,544.0
United Kingdom,22938,CUPCAKE LACE PAPER SET 6,3763.2300000000055,545.0
United Kingdom,23240,SET OF 4 KNICK KNACK TINS DOILEY ,3742.6400000000067,546.0
United Kingdom,22061,LARGE CAKE STAND  HANGING STRAWBERY,3737.9599999999996,547.0
United Kingdom,21116,OWL DOORSTOP,3731.3399999999906,548.0
United Kingdom,21122,SET/10 PINK POLKADOT PARTY CANDLES,3730.2000000000007,549.0
United Kingdom,22723,SET OF 6 HERB TINS SKETCHBOOK,3727.5199999999977,550.0
United Kingdom,22493,PAINT YOUR OWN CANVAS SET,3722.6400000000035,551.0
United Kingdom,23144,ZINC T-LIGHT HOLDER STARS SMALL,3717.4700000000057,552.0
United Kingdom,21242,RED RETROSPOT PLATE ,3709.17,553.0
United Kingdom,21704,BAG 250g SWIRLY MARBLES,3702.679999999994,554.0
United Kingdom,21874,GIN AND TONIC MUG,3698.490000000002,555.0
United Kingdom,23112,PARISIENNE CURIO CABINET,3680.5800000000017,556.0
United Kingdom,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,3675.3300000000004,557.0
United Kingdom,22350,ILLUSTRATED CAT BOWL ,3669.120000000007,558.0
United Kingdom,21390,FILIGRIS HEART WITH BUTTERFLY,3666.040000000002,559.0
United Kingdom,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,3661.3,560.0
United Kingdom,85049A,TRADITIONAL CHRISTMAS RIBBONS,3659.860000000003,561.0
United Kingdom,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,3658.5700000000143,562.0
Finland,POST,POSTAGE,3650.0,1.0
United Kingdom,23340,VINTAGE CHRISTMAS CAKE FRILL,3646.480000000003,563.0
United Kingdom,21928,JUMBO BAG SCANDINAVIAN PAISLEY,3646.1200000000026,564.0
United Kingdom,21749,LARGE RED RETROSPOT WINDMILL,3641.2899999999972,565.0
United Kingdom,20677,PINK POLKADOT BOWL,3635.740000000004,566.0
United Kingdom,23182,TOILET SIGN OCCUPIED OR VACANT,3634.260000000009,567.0
United Kingdom,23552,BICYCLE PUNCTURE REPAIR KIT ,3630.3100000000004,568.0
United Kingdom,22556,PLASTERS IN TIN CIRCUS PARADE ,3629.5600000000127,569.0
United Kingdom,21041,RED RETROSPOT OVEN GLOVE DOUBLE,3608.729999999995,570.0
United Kingdom,22751,FELTCRAFT PRINCESS OLIVIA DOLL,3607.1200000000013,571.0
United Kingdom,22809,SET OF 6 T-LIGHTS SANTA,3604.1999999999953,572.0
United Kingdom,21937,STRAWBERRY   PICNIC BAG,3602.2,573.0
United Kingdom,23007, SPACEBOY BABY GIFT SET,3602.1999999999957,574.0
Germany,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,3598.9499999999985,3.0
United Kingdom,22550,HOLIDAY FUN LUDO,3598.6400000000003,575.0
United Kingdom,71477,COLOURED GLASS STAR T-LIGHT HOLDER,3584.9100000000017,576.0
United Kingdom,23198,PANTRY MAGNETIC  SHOPPING LIST,3569.9499999999985,577.0
United Kingdom,22898,CHILDRENS APRON APPLES DESIGN,3569.919999999998,578.0
United Kingdom,22849,BREAD BIN DINER STYLE MINT,3569.4799999999977,579.0
United Kingdom,20975,12 PENCILS SMALL TUBE RED RETROSPOT,3569.469999999993,580.0
United Kingdom,23158,SET OF 5 LUCKY CAT MAGNETS ,3554.6300000000065,581.0
United Kingdom,21558,SKULL LUNCH BOX WITH CUTLERY ,3553.8700000000126,582.0
United Kingdom,22854,CREAM SWEETHEART EGG HOLDER,3550.120000000003,583.0
United Kingdom,22179,SET 10 NIGHT OWL LIGHTS,3543.179999999998,584.0
United Kingdom,23092,LARGE ANTIQUE WHITE PHOTO FRAME,3536.5800000000036,585.0
United Kingdom,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,3519.490000000003,586.0
United Kingdom,84792,ENCHANTED BIRD COATHANGER 5 HOOK,3517.090000000007,587.0
United Kingdom,22848,BREAD BIN DINER STYLE PINK,3515.949999999998,588.0
United Kingdom,21110,LARGE CAKE TOWEL PINK SPOTS,3512.85,589.0
United Kingdom,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,3512.6500000000046,590.0
United Kingdom,23314,VINTAGE CHRISTMAS TABLECLOTH,3511.4600000000005,591.0
United Kingdom,22745,POPPY'S PLAYHOUSE BEDROOM ,3503.489999999993,592.0
United Kingdom,22738,RIBBON REEL SNOWY VILLAGE,3500.5700000000006,593.0
United Kingdom,22926,IVORY GIANT GARDEN THERMOMETER,3490.250000000004,594.0
Netherlands,21731,RED TOADSTOOL LED NIGHT LIGHT,3479.399999999999,6.0
United Kingdom,22148,EASTER CRAFT 4 CHICKS ,3470.150000000007,595.0
United Kingdom,23085,ANTIQUE SILVER BAUBLE LAMP  ,3468.830000000001,596.0
Netherlands,85099B,JUMBO BAG RED RETROSPOT,3468.0,7.0
United Kingdom,21890,S/6 WOODEN SKITTLES IN COTTON BAG,3465.909999999998,597.0
United Kingdom,84508A,CAMOUFLAGE DESIGN TEDDY,3448.0500000000006,598.0
